epoch,IoU,dice_coefficient,loss,val_IoU,val_dice_coefficient,val_loss
21,0.8689072728157043,0.8750097751617432,0.013164550065994263,0.878149688243866,0.8936187028884888,0.013016950339078903
22,0.8720635771751404,0.8786233067512512,0.012883986346423626,0.8781859874725342,0.8922202587127686,0.012441080994904041
23,0.8747146725654602,0.8845037817955017,0.012591884471476078,0.887579619884491,0.8996670246124268,0.012098625302314758
24,0.8776569962501526,0.8856792449951172,0.012301885522902012,0.8847402930259705,0.9004561305046082,0.012324495241045952
25,0.880432665348053,0.8912403583526611,0.012039437890052795,0.8906839489936829,0.9035307765007019,0.01171012781560421
26,0.8820850849151611,0.8896753787994385,0.011819866485893726,0.8921231627464294,0.9071410298347473,0.011996526271104813
27,0.8842970728874207,0.8939039707183838,0.01162591204047203,0.8917064666748047,0.9051145911216736,0.011793777346611023
28,0.8862749934196472,0.894499659538269,0.011387571692466736,0.8907175660133362,0.9054116010665894,0.011568826623260975
29,0.8877679705619812,0.8975813388824463,0.011235825717449188,0.8987064361572266,0.9107683300971985,0.011067104525864124
30,0.889550507068634,0.90090012550354,0.011071720160543919,0.8941128849983215,0.9073380827903748,0.01147241611033678
31,0.8911388516426086,0.8999704122543335,0.010911432094871998,0.8994483351707458,0.9122411012649536,0.010936776176095009
32,0.8936014771461487,0.9031989574432373,0.010688375681638718,0.9010734558105469,0.9124539494514465,0.010585485957562923
33,0.8943623900413513,0.9042564034461975,0.01058576162904501,0.9026522636413574,0.9140283465385437,0.010357331484556198
34,0.8966543078422546,0.905982255935669,0.010439869947731495,0.9043630957603455,0.9150635600090027,0.01048376876860857
35,0.897270917892456,0.9071001410484314,0.010299669578671455,0.902977705001831,0.9159576892852783,0.01058927271515131
36,0.8979439735412598,0.9075088500976562,0.010243454948067665,0.9090976119041443,0.9190041422843933,0.01019706018269062
37,0.9006387591362,0.9095329642295837,0.010032794438302517,0.9082479476928711,0.9198082685470581,0.010331855155527592
38,0.9019160270690918,0.9105302095413208,0.00989757664501667,0.9105914235115051,0.9194932579994202,0.009791790507733822
39,0.9025006294250488,0.9109275937080383,0.009802387095987797,0.9073072075843811,0.9204382300376892,0.01007151324301958
40,0.903558075428009,0.9104802012443542,0.009659362956881523,0.9114534258842468,0.9223256707191467,0.009832525625824928
41,0.9042326807975769,0.9124535322189331,0.009588418528437614,0.9113302230834961,0.9221546649932861,0.00978159997612238
42,0.9060819149017334,0.915473222732544,0.009484275244176388,0.9120741486549377,0.9229797124862671,0.00953720137476921
43,0.9065988063812256,0.9159061908721924,0.009373173117637634,0.9108284115791321,0.9234012365341187,0.009660644456744194
44,0.9072708487510681,0.9168640971183777,0.00929210800677538,0.9140644073486328,0.92512446641922,0.00970231182873249
45,0.9077774882316589,0.9163079857826233,0.009257612749934196,0.9142252802848816,0.9257311820983887,0.009576799347996712
46,0.9093952178955078,0.9184575080871582,0.009156585671007633,0.9155160784721375,0.9245364665985107,0.00920249242335558
47,0.9102548956871033,0.9202154874801636,0.009005190804600716,0.9138985276222229,0.9270485639572144,0.00966633576899767
48,0.91108638048172,0.9201533794403076,0.008945002220571041,0.9170214533805847,0.928256630897522,0.009211570955812931
49,0.9119505882263184,0.9212508201599121,0.008890685625374317,0.9177821278572083,0.9273895025253296,0.009171302430331707
50,0.9127130508422852,0.9215855002403259,0.008803985081613064,0.9184466004371643,0.9291726350784302,0.00911751575767994
51,0.9131221771240234,0.9218652248382568,0.008712802082300186,0.9195914268493652,0.9297119975090027,0.008921214379370213
52,0.9141216278076172,0.9218948483467102,0.008650269359350204,0.9180881381034851,0.928792417049408,0.008971024304628372
53,0.9150038361549377,0.9235647916793823,0.008570180274546146,0.9171445965766907,0.9303132891654968,0.009251202456653118
54,0.9149231910705566,0.9239559173583984,0.008579506538808346,0.9191383719444275,0.9292829632759094,0.00894132163375616
55,0.9154412150382996,0.923612117767334,0.008485694415867329,0.9210976958274841,0.9308364391326904,0.00877600908279419
56,0.9166452288627625,0.9259952306747437,0.008366693742573261,0.9223012328147888,0.9318407773971558,0.008519075810909271
57,0.9166103005409241,0.9243243932723999,0.008378930389881134,0.9223980903625488,0.9314488172531128,0.008646917529404163
58,0.9176529049873352,0.9267712235450745,0.00829883012920618,0.9202951788902283,0.9310879707336426,0.009053670801222324
59,0.9184139370918274,0.9275564551353455,0.008232321590185165,0.92388516664505,0.9329031705856323,0.008804946206510067
60,0.9189982414245605,0.9279893636703491,0.008179912343621254,0.9249841570854187,0.9339241981506348,0.00846020970493555
61,0.9196169376373291,0.9285164475440979,0.008116018958389759,0.9216225147247314,0.9322723150253296,0.008671658113598824
62,0.9196996688842773,0.928185224533081,0.008048740215599537,0.9249150156974792,0.9325491786003113,0.008463981561362743
63,0.920295238494873,0.9288058876991272,0.008007044903934002,0.9264159202575684,0.9341408014297485,0.008364135399460793
64,0.9212117195129395,0.9290012717247009,0.007940830662846565,0.9255692362785339,0.9348002076148987,0.008400147780776024
65,0.9212515950202942,0.9298083186149597,0.007909034378826618,0.9260068535804749,0.934982180595398,0.008476312272250652
66,0.9220037460327148,0.9310413599014282,0.007844081148505211,0.9271847605705261,0.9354726672172546,0.008358077146112919
67,0.9216494560241699,0.9301256537437439,0.007850994355976582,0.9264580607414246,0.9367028474807739,0.008474689908325672
68,0.9224722981452942,0.9306278228759766,0.007806867826730013,0.9278475642204285,0.9354307055473328,0.008244703523814678
69,0.9231807589530945,0.9308611154556274,0.00778651237487793,0.9288031458854675,0.9370744824409485,0.008170030079782009
70,0.9239562153816223,0.9317231774330139,0.0076728626154363155,0.927401602268219,0.9366886615753174,0.008446049876511097
71,0.9241774678230286,0.9322123527526855,0.00765581801533699,0.927772045135498,0.9357690215110779,0.008366769179701805
72,0.9246847629547119,0.9345261454582214,0.007593187037855387,0.9287315011024475,0.9371317028999329,0.008207147009670734
73,0.9251976013183594,0.9329542517662048,0.007546134293079376,0.9271755218505859,0.9374290704727173,0.008135329931974411
74,0.9249303936958313,0.9341956377029419,0.007536699995398521,0.9290237426757812,0.9368401765823364,0.008218210190534592
75,0.925401508808136,0.9334016442298889,0.0074986983090639114,0.9293291568756104,0.937428891658783,0.008173772133886814
76,0.9257426261901855,0.9352008104324341,0.007468619383871555,0.9302303194999695,0.9396620392799377,0.008159399032592773
77,0.9263782501220703,0.9350807070732117,0.00737925386056304,0.930095374584198,0.9384047985076904,0.008032180368900299
78,0.9264540076255798,0.9349587559700012,0.007393795531243086,0.9309912323951721,0.9390458464622498,0.008058185689151287
79,0.9267881512641907,0.9355365037918091,0.0073317186906933784,0.9310709834098816,0.9392760992050171,0.007994811050593853
80,0.9272041916847229,0.9360663294792175,0.007311913650482893,0.930901288986206,0.939057469367981,0.008042000234127045
81,0.9276331067085266,0.9342437982559204,0.007260883692651987,0.9312018752098083,0.9383978843688965,0.007929732091724873
82,0.9281342029571533,0.9355089068412781,0.0072323111817240715,0.9319806098937988,0.9399088621139526,0.00790252536535263
83,0.927973747253418,0.9349762201309204,0.00722361309453845,0.9318824410438538,0.9396695494651794,0.007855498231947422
84,0.9287421107292175,0.9369575381278992,0.0071881432086229324,0.9319055676460266,0.9404581189155579,0.00783555768430233
85,0.9286954998970032,0.9362002015113831,0.007168319076299667,0.9298186302185059,0.9398999810218811,0.008561279624700546
86,0.9290475845336914,0.9372455477714539,0.007140378467738628,0.9303557872772217,0.9399304389953613,0.008038011379539967
87,0.9292705655097961,0.9366772174835205,0.007089329417794943,0.9331875443458557,0.9417806267738342,0.0078763822093606
88,0.9300221800804138,0.9373660683631897,0.007045141886919737,0.9336743950843811,0.9411260485649109,0.0077933561988174915
89,0.9302905201911926,0.9371500015258789,0.007008064072579145,0.9326494336128235,0.9416266679763794,0.007835998199880123
90,0.9304282069206238,0.9375134706497192,0.006980071309953928,0.9324257373809814,0.9406998157501221,0.0080252131447196
91,0.9286816716194153,0.9359447956085205,0.007305641658604145,0.9314480423927307,0.9392667412757874,0.007962980307638645
92,0.930726945400238,0.9369058609008789,0.007001477759331465,0.9331725239753723,0.942857027053833,0.0076685394160449505
93,0.9314799308776855,0.9406591653823853,0.006863086950033903,0.9343147277832031,0.9432880878448486,0.007655340246856213
94,0.9317529201507568,0.9397633075714111,0.006855340674519539,0.9345776438713074,0.9428737163543701,0.007668986450880766
95,0.9318801760673523,0.9391141533851624,0.006858654785901308,0.9349214434623718,0.9433344006538391,0.00768235931172967
96,0.9323558211326599,0.940692663192749,0.0068283057771623135,0.9351086020469666,0.9420290589332581,0.007721966598182917
97,0.9319712519645691,0.9394354224205017,0.00683567812666297,0.9352146983146667,0.9428740739822388,0.00761038064956665
98,0.932266891002655,0.9396962523460388,0.006812370382249355,0.9355528354644775,0.9440539479255676,0.007597602903842926
99,0.9328946471214294,0.9405213594436646,0.006766649894416332,0.9353693127632141,0.9441233277320862,0.007631557062268257
