epoch,IoU,dice_coefficient,loss,val_IoU,val_dice_coefficient,val_loss
0,0.4541192948818207,0.35598132014274597,0.5420176386833191,0.5781399607658386,0.42360320687294006,0.336330771446228
1,0.589874267578125,0.448556512594223,0.2539732754230499,0.5721642374992371,0.4929050803184509,0.19606171548366547
2,0.6002426147460938,0.5110946893692017,0.14654847979545593,0.6007747054100037,0.5466477274894714,0.10757960379123688
3,0.6605201959609985,0.5652104020118713,0.09297510236501694,0.6612226366996765,0.5928035378456116,0.07120723277330399
4,0.7318621277809143,0.6140919327735901,0.06442902982234955,0.7146468758583069,0.634519100189209,0.05295318365097046
5,0.7560893893241882,0.6539676785469055,0.04807450622320175,0.7570891380310059,0.67464679479599,0.03935559466481209
6,0.7768497467041016,0.6888577938079834,0.03785442188382149,0.7558804154396057,0.7042019963264465,0.03192600607872009
7,0.7913928031921387,0.7193939089775085,0.03152567893266678,0.762851893901825,0.7273642420768738,0.028056010603904724
8,0.8032634258270264,0.7464189529418945,0.02693631500005722,0.7892930507659912,0.7605308890342712,0.02374240569770336
9,0.8129324913024902,0.7689776420593262,0.0238247811794281,0.7740945816040039,0.7684166431427002,0.022511864081025124
10,0.8198043704032898,0.7841512560844421,0.021537890657782555,0.8237636685371399,0.8067361116409302,0.019607802852988243
11,0.8267368674278259,0.8018971085548401,0.019852302968502045,0.8113999962806702,0.8105775713920593,0.0187825970351696
12,0.8329095840454102,0.8150860071182251,0.01838678866624832,0.8343896865844727,0.8314539790153503,0.016860149800777435
13,0.837882936000824,0.8235947489738464,0.017387691885232925,0.8209592700004578,0.8294715881347656,0.016763053834438324
14,0.8424820899963379,0.8340988159179688,0.016544289886951447,0.8478708267211914,0.8507903814315796,0.015521747060120106
15,0.8463497161865234,0.8386768698692322,0.01575826294720173,0.8517873883247375,0.8543074727058411,0.014598434790968895
16,0.8499524593353271,0.8492487072944641,0.015151552855968475,0.849092960357666,0.8579487800598145,0.014617024920880795
17,0.8531684279441833,0.8524911403656006,0.014772607013583183,0.8627183437347412,0.8679709434509277,0.014085172675549984
18,0.8571742177009583,0.8585334420204163,0.014224105514585972,0.864465057849884,0.8725287318229675,0.013488758355379105
19,0.8597555160522461,0.8633418083190918,0.01383229997009039,0.864787757396698,0.874988853931427,0.013232237659394741
20,0.8622214794158936,0.8684030175209045,0.013501233421266079,0.8665379881858826,0.8748581409454346,0.013492611236870289
21,0.865084707736969,0.8716037273406982,0.013188092038035393,0.874066174030304,0.8814975023269653,0.012474549002945423
22,0.8670013546943665,0.8741970658302307,0.012857595458626747,0.877281904220581,0.8850437998771667,0.012455360032618046
23,0.8702293038368225,0.8783825039863586,0.012605586089193821,0.8797855377197266,0.8842495679855347,0.01239493303000927
24,0.870994508266449,0.8761213421821594,0.012367264367640018,0.8814282417297363,0.8903423547744751,0.011781053617596626
25,0.8733715415000916,0.8834797143936157,0.012142280116677284,0.8839496970176697,0.8910797834396362,0.011714129708707333
26,0.875795841217041,0.8848991990089417,0.011898290365934372,0.884307861328125,0.8913922309875488,0.011487196199595928
27,0.877091646194458,0.8857362866401672,0.01172709558159113,0.8877598643302917,0.8968585133552551,0.011141262948513031
28,0.8784897923469543,0.8880224227905273,0.011550174094736576,0.8862192630767822,0.8959314227104187,0.011272870935499668
29,0.8807673454284668,0.8897841572761536,0.011357457377016544,0.8906639218330383,0.9014556407928467,0.010994972661137581
30,0.8819543719291687,0.892479658126831,0.011213446035981178,0.8902850151062012,0.8991227149963379,0.01090624462813139
31,0.883532702922821,0.8918350338935852,0.011010379530489445,0.8855261206626892,0.8980050086975098,0.011054238304495811
32,0.8846936225891113,0.8932113647460938,0.010908965021371841,0.8950818181037903,0.9061260223388672,0.010833830572664738
33,0.8858700394630432,0.8954432010650635,0.010776776820421219,0.894862949848175,0.9061719179153442,0.010581287555396557
34,0.8874924778938293,0.8964102268218994,0.010656711645424366,0.8990799784660339,0.905337393283844,0.010334623977541924
35,0.8884856104850769,0.8973247408866882,0.010518208146095276,0.8964553475379944,0.9060462713241577,0.01027339231222868
36,0.8897855877876282,0.8987923860549927,0.010385056026279926,0.8999699950218201,0.9059913158416748,0.010189848020672798
37,0.8901974558830261,0.8988864421844482,0.010317171923816204,0.8982556462287903,0.9093466401100159,0.01021889504045248
38,0.8915120959281921,0.901124119758606,0.010160155594348907,0.8995377421379089,0.9080810546875,0.010135180316865444
39,0.8931434750556946,0.9055134057998657,0.01005703117698431,0.9025861620903015,0.9103538990020752,0.009921935386955738
40,0.8923932909965515,0.9027644991874695,0.010034466162323952,0.9005232453346252,0.9104909300804138,0.009955248795449734
41,0.8941710591316223,0.9036020040512085,0.009952770546078682,0.9055382609367371,0.9126837849617004,0.009809378534555435
42,0.8951888084411621,0.9051158428192139,0.009809891693294048,0.9051457047462463,0.9124408960342407,0.009880192577838898
43,0.8961560130119324,0.907507061958313,0.009700619615614414,0.9050438404083252,0.9139586091041565,0.009719736874103546
44,0.8965045809745789,0.9049564003944397,0.00964821595698595,0.9061851501464844,0.9136773347854614,0.009889619424939156
45,0.8974282741546631,0.9073811769485474,0.00957431923598051,0.9064123034477234,0.9149492979049683,0.009562794119119644
46,0.8981411457061768,0.9089329838752747,0.00945485569536686,0.9062073230743408,0.9167364239692688,0.009665336459875107
47,0.8996246457099915,0.9092381000518799,0.009414013475179672,0.9070410132408142,0.917212963104248,0.009633437730371952
48,0.8997681736946106,0.910065233707428,0.009371153078973293,0.9052950739860535,0.9178200960159302,0.009542051702737808
